0	0	7.830992	7.984400
0	1	1.639680	8.300118
0	2	8.889488	0.769947
0	3	6.497070	2.480441
0	4	6.294797	2.291370
0	5	7.006200	3.168671
0	6	3.287770	2.314280
0	7	0.741610	6.330722
0	8	2.236564	6.511321
0	9	5.106860	9.714657
0	10	2.800420	5.461069
0	11	7.192686	1.132806
0	12	4.714834	5.925399
0	13	9.443181	4.509176
0	14	3.363511	8.476844
0	15	4.345133	0.032315
0	16	3.449430	5.984813
0	17	8.332433	2.338917
0	18	6.754760	4.829503
0	19	4.819358	3.049557
0	20	7.120873	1.825558
0	21	6.218228	0.408643
0	22	4.139837	6.959838
0	23	6.739365	6.376402
0	24	3.471159	1.846225
0	25	6.091059	6.271579
0	26	7.307293	3.283744
0	27	7.404384	2.022128
0	28	9.209144	6.847565
0	29	6.531303	2.572655
0	30	5.324410	0.876436
0	31	2.604969	8.773839
0	32	6.861249	0.937402
0	33	1.112756	3.616009
0	34	5.766905	5.932115
0	35	6.665566	2.887778
0	36	7.757672	2.883794
0	37	3.296421	1.897510
0	38	9.843632	0.035786
0	39	8.273911	3.314791
0	40	1.882010	4.364970
0	41	9.586370	9.189304
0	42	7.648714	6.990754
0	43	1.211432	6.857858
0	44	3.838319	7.742735
0	45	9.430513	9.162729
0	46	8.619171	2.035482
0	47	7.936568	5.480420
0	48	2.972885	9.049325
0	49	9.096430	8.739790
0	50	4.981439	5.761995
0	51	1.627567	2.739112
0	52	8.645790	4.923988
0	53	4.636622	8.489422
0	54	4.959774	2.910533
0	55	1.804212	6.841784
0	56	7.275503	1.390582
0	57	6.031088	4.924217
0	58	8.381336	7.242520
0	59	1.782075	2.219655
0	60	4.985255	1.212588
0	61	1.382385	3.604426
0	62	3.248070	9.318953
0	63	9.084847	6.220955
0	64	8.368278	8.181276
0	65	4.960744	3.349717
0	66	3.943272	6.588312
0	67	6.088829	2.589061
0	68	1.512300	0.725450
0	69	1.078483	6.472074
0	70	3.635983	2.882695
0	71	3.313858	0.911486
0	72	4.273277	9.344946
0	73	5.835703	2.654613
0	74	6.587466	7.617778
0	75	4.874269	1.572721
0	76	8.830366	6.256653
0	77	5.177147	2.078436
0	78	5.575606	4.261994
0	79	8.299390	3.943884
0	80	2.443270	3.260135
0	81	7.293601	6.386541
0	82	9.848446	3.382429
0	83	8.975603	1.360746
0	84	4.107879	0.054085
0	85	7.832820	7.743862
0	86	2.936781	1.146678
0	87	8.655348	7.210058
0	88	0.491625	4.491051
0	89	9.864671	7.079091
0	90	2.108829	4.738940
0	91	8.651812	0.939195
0	92	0.995593	3.828959
0	93	3.017631	6.571199
0	94	8.090953	1.317021
0	95	0.515083	0.534223
0	96	4.577156	7.808684
0	97	6.920764	4.425602
0	98	1.191113	5.896367
0	99	5.786348	5.298992
0	100	5.950453	3.619168
0	101	3.042855	-inf
1	0	1.639680	8.300118
1	1	1.639680	8.300118
1	2	8.889488	0.769947
1	3	6.497070	2.480441
1	4	6.294797	2.291370
1	5	7.006200	3.168671
1	6	3.287770	2.314280
1	7	0.741610	6.330722
1	8	2.236564	6.511321
1	9	5.106860	9.714657
1	10	2.800420	5.461069
1	11	7.192686	1.132806
1	12	4.714834	5.925399
1	13	9.443181	4.509176
1	14	3.363511	8.476844
1	15	4.345133	0.032315
1	16	3.449430	5.984813
1	17	8.332433	2.338917
1	18	6.754760	4.829503
1	19	4.819358	3.049557
1	20	7.120873	1.825558
1	21	6.218228	0.408643
1	22	4.139837	6.959838
1	23	6.739365	6.376402
1	24	3.471159	1.846225
1	25	6.091059	6.271579
1	26	7.307293	3.283744
1	27	7.404384	2.022128
1	28	9.209144	6.847565
1	29	6.531303	2.572655
1	30	5.324410	0.876436
1	31	2.604969	8.773839
1	32	6.861249	0.937402
1	33	1.112756	3.616009
1	34	5.766905	5.932115
1	35	6.665566	2.887778
1	36	7.757672	2.883794
1	37	3.296421	1.897510
1	38	9.843632	0.035786
1	39	8.273911	3.314791
1	40	1.882010	4.364970
1	41	9.586370	9.189304
1	42	7.648714	6.990754
1	43	1.211432	6.857858
1	44	3.838319	7.742735
1	45	9.430513	9.162729
1	46	8.619171	2.035482
1	47	7.936568	5.480420
1	48	2.972885	9.049325
1	49	9.096430	8.739790
1	50	4.981439	5.761995
1	51	1.627567	2.739112
1	52	8.645790	4.923988
1	53	4.636622	8.489422
1	54	4.959774	2.910533
1	55	1.804212	6.841784
1	56	7.275503	1.390582
1	57	6.031088	4.924217
1	58	8.381336	7.242520
1	59	1.782075	2.219655
1	60	4.985255	1.212588
1	61	1.382385	3.604426
1	62	3.248070	9.318953
1	63	9.084847	6.220955
1	64	8.368278	8.181276
1	65	4.960744	3.349717
1	66	3.943272	6.588312
1	67	6.088829	2.589061
1	68	1.512300	0.725450
1	69	1.078483	6.472074
1	70	3.635983	2.882695
1	71	3.313858	0.911486
1	72	4.273277	9.344946
1	73	5.835703	2.654613
1	74	6.587466	7.617778
1	75	4.874269	1.572721
1	76	8.830366	6.256653
1	77	5.177147	2.078436
1	78	5.575606	4.261994
1	79	8.299390	3.943884
1	80	2.443270	3.260135
1	81	7.293601	6.386541
1	82	9.848446	3.382429
1	83	8.975603	1.360746
1	84	4.107879	0.054085
1	85	7.832820	7.743862
1	86	2.936781	1.146678
1	87	8.655348	7.210058
1	88	0.491625	4.491051
1	89	9.864671	7.079091
1	90	2.108829	4.738940
1	91	8.651812	0.939195
1	92	0.995593	3.828959
1	93	3.017631	6.571199
1	94	8.090953	1.317021
1	95	0.515083	0.534223
1	96	4.577156	7.808684
1	97	6.920764	4.425602
1	98	1.191113	5.896367
1	99	5.786348	5.298992
1	100	5.950453	3.619168
1	101	3.042855	-inf
2	0	6.097291	5.257471
2	1	6.097291	5.257471
2	2	6.189254	5.961962
2	3	2.336562	8.298083
2	4	0.700902	0.988374
2	5	9.237278	1.696495
2	6	4.817334	2.254909
2	7	8.267694	2.908287
2	8	3.571931	8.782777
2	9	3.442510	8.149087
2	10	6.591460	0.363274
2	11	2.574689	7.782573
2	12	6.259641	8.361037
2	13	3.081566	2.210094
2	14	1.980206	6.124420
2	15	1.097327	6.746052
2	16	7.822623	7.194618
2	17	2.003524	4.011877
2	18	3.156580	4.340086
2	19	2.309960	3.857482
2	20	5.328460	1.547238
2	21	5.553977	0.145793
2	22	3.802147	3.821671
2	23	3.054080	7.374077
2	24	2.604448	6.496590
