0	0	-5.911403	-2.183028
0	1	2.490664	1.760721
0	2	2.467274	1.776951
0	3	2.411184	1.811430
0	4	2.310132	1.866267
0	5	2.159446	1.940606
0	6	1.970832	2.028217
0	7	1.771815	2.117820
0	8	1.594881	2.196307
0	9	1.465620	2.252477
0	10	1.398806	2.278853
0	11	1.401557	2.271637
0	12	1.477099	2.230281
0	13	1.624135	2.157877
0	14	1.830919	2.062522
0	15	2.068485	1.958392
0	16	2.292060	1.864325
0	17	2.454434	1.799118
0	18	2.521346	1.776243
0	19	2.478361	1.800921
0	20	2.332627	1.869160
0	21	2.114551	1.967818
0	22	1.872411	2.077247
0	23	1.654779	2.177298
0	24	1.493313	2.253129
0	25	1.399572	2.297077
0	26	1.372649	2.307192
0	27	1.407343	2.285051
0	28	1.497833	2.234406
0	29	1.637023	2.160828
0	30	1.813735	2.071907
0	31	2.010563	1.977275
0	32	2.204949	1.887795
0	33	2.373535	1.813925
0	34	2.496579	1.764100
0	35	2.559547	1.743870
0	36	2.553037	1.755575
0	37	2.474799	1.797694
0	38	2.334794	1.863722
0	39	2.158477	1.941872
0	40	1.981813	2.017173
0	41	1.839395	2.075467
0	42	1.754870	2.106783
0	43	1.739187	2.106490
0	44	1.793334	2.074906
0	45	1.910123	2.016735
0	46	2.073489	1.940771
0	47	2.258042	1.859246
0	48	2.432354	1.786043
0	49	2.565620	1.733974
0	50	2.633576	1.712316
0	51	2.621852	1.725233
0	52	2.529642	1.770588
0	53	2.374787	1.839045
0	54	2.194065	1.914969
0	55	2.032423	1.980464
0	56	1.926957	2.020834
0	57	1.897494	2.028187
0	58	1.946053	2.002319
0	59	2.059140	1.950133
0	60	2.209759	1.884389
0	61	2.361621	1.821354
0	62	2.477037	1.777249
0	63	2.525031	1.764666
0	64	2.486734	1.789996
0	65	2.360568	1.851620
0	66	2.168014	1.938927
0	67	1.951846	2.034088
0	68	1.760780	2.117644
0	69	1.631149	2.174765
0	70	1.579984	2.198283
0	71	1.608096	2.188590
0	72	1.702872	2.152794
0	73	1.836461	2.104147
0	74	1.964861	2.060431
0	75	2.037516	2.039288
0	76	2.019311	2.050819
0	77	1.912155	2.091490
0	78	1.757591	2.144329
0	79	1.615679	2.186216
0	80	1.539086	2.196835
0	81	1.562728	2.163590
0	82	1.705271	2.082960
0	83	1.964905	1.962156
0	84	2.303243	1.822166
0	85	2.636663	1.697240
0	86	2.858696	1.625644
0	87	2.876366	1.636660
0	88	2.641625	1.739730
0	89	2.201142	1.912433
0	90	1.711862	2.100108
0	91	1.331645	2.245840
0	92	1.124510	2.317129
0	93	1.095557	2.301675
0	94	1.255822	2.194394
0	95	1.642144	1.994007
0	96	2.276117	1.713469
0	97	3.095540	1.395595
0	98	4.013224	1.099324
0	99	5.102327	0.859774
0	100	6.611576	0.694495
0	101	8.732713	0.694495

1	0	2.490664	1.760721
1	1	2.490664	1.760721
1	2	2.467274	1.776951
1	3	2.411184	1.811430
1	4	2.310132	1.866267
1	5	2.159446	1.940606
1	6	1.970832	2.028217
1	7	1.771815	2.117820
1	8	1.594881	2.196307
1	9	1.465620	2.252477
1	10	1.398806	2.278853
1	11	1.401557	2.271637
1	12	1.477099	2.230281
1	13	1.624135	2.157877
1	14	1.830919	2.062522
1	15	2.068485	1.958392
1	16	2.292060	1.864325
1	17	2.454434	1.799118
1	18	2.521346	1.776243
1	19	2.478361	1.800921
