0	0	-2.975514	-3.210449
0	1	5.417643	0.734521
0	2	5.308242	0.746846
0	3	5.126630	0.768025
0	4	4.932983	0.792253
0	5	4.778718	0.814270
0	6	4.673855	0.832598
0	7	4.583971	0.850133
0	8	4.463526	0.871054
0	9	4.298495	0.896365
0	10	4.123271	0.921697
0	11	3.999313	0.939225
0	12	3.977310	0.942125
0	13	4.072239	0.928349
0	14	4.256632	0.901955
0	15	4.468783	0.871579
0	16	4.640590	0.846299
0	17	4.733309	0.831346
0	18	4.751462	0.826820
0	19	4.724611	0.829679
0	20	4.678278	0.836678
0	21	4.621092	0.845967
0	22	4.552704	0.856800
0	23	4.475563	0.868569
0	24	4.397114	0.880364
0	25	4.325647	0.891084
0	26	4.268653	0.899486
0	27	4.236309	0.903947
0	28	4.243456	0.902603
0	29	4.300191	0.894583
0	30	4.394904	0.881638
0	31	4.491283	0.868106
0	32	4.551691	0.858390
0	33	4.565659	0.854102
0	34	4.552944	0.853649
0	35	4.541045	0.854263
0	36	4.542288	0.854257
0	37	4.549174	0.853690
0	38	4.548944	0.853200
0	39	4.543262	0.852346
0	40	4.551117	0.849346
0	41	4.591045	0.842495
0	42	4.666546	0.831392
0	43	4.770722	0.816716
0	44	4.896049	0.799502
0	45	5.033625	0.781112
0	46	5.168473	0.763470
0	47	5.281619	0.748781
0	48	5.357068	0.738891
0	49	5.386168	0.734907
0	50	5.366232	0.737300
0	51	5.297411	0.746094
0	52	5.184030	0.760690
0	53	5.039763	0.779398
0	54	4.887710	0.799355
0	55	4.752197	0.817230
0	56	4.652130	0.830109
0	57	4.600683	0.836071
0	58	4.603959	0.834596
0	59	4.656681	0.826839
0	60	4.741685	0.815402
0	61	4.834715	0.803613
0	62	4.909835	0.794730
0	63	4.945489	0.791220
0	64	4.931944	0.794196
0	65	4.873270	0.803465
0	66	4.778212	0.818417
0	67	4.648087	0.838980
0	68	4.477473	0.865247
0	69	4.273399	0.895341
0	70	4.076749	0.923359
0	71	3.956550	0.940636
0	72	3.966386	0.941016
0	73	4.096124	0.925982
0	74	4.268880	0.904650
0	75	4.393815	0.887973
0	76	4.425433	0.882158
0	77	4.376960	0.886713
0	78	4.294114	0.896679
0	79	4.226101	0.905730
0	80	4.209915	0.908653
0	81	4.259261	0.903493
0	82	4.353553	0.892916
0	83	4.441163	0.883193
0	84	4.469009	0.880210
0	85	4.424204	0.884784
0	86	4.352623	0.891086
0	87	4.329370	0.890417
0	88	4.399396	0.877940
0	89	4.543799	0.856308
0	90	4.701716	0.833068
0	91	4.818093	0.815076
0	92	4.872306	0.805029
0	93	4.877441	0.801550
0	94	4.863940	0.801109
0	95	4.859003	0.800117
0	96	4.876461	0.795662
0	97	4.935110	0.783857
0	98	5.107219	0.757280
0	99	5.575731	0.706941
